paraphrase,id1,id2,sentence1,sentence2,text,is_paraphrase
0,2029631,2029565,Magnarelli said Racicot hated the Iraqi regime and looked forward to using his long years of training in the war.,"His wife said he was ""100 percent behind George Bush"" and looked forward to using his years of training in the war.","Magnarelli said Racicot hated the Iraqi regime and looked forward to using his long years of training in the war. His wife said he was ""100 percent behind George Bush"" and looked forward to using his years of training in the war.",False
0,1802788,1803098,"Last week, his lawyers asked Gov. Mark R. Warner to grant clemency, but the governor declined to intervene.","Last week, his lawyers asked Warner to grant clemency under certain conditions that would have lead to a new sentencing hearing.","Last week, his lawyers asked Gov. Mark R. Warner to grant clemency, but the governor declined to intervene. Last week, his lawyers asked Warner to grant clemency under certain conditions that would have lead to a new sentencing hearing.",False
0,2861783,2862110,Columbine gunman Dylan Klebold is shown firing a sawed-off shotgun in a video tape released by the Jefferson County Sheriff's Department.,Harris also appears in the tape released Wednesday by the Jefferson County Sheriff's Office.,Columbine gunman Dylan Klebold is shown firing a sawed-off shotgun in a video tape released by the Jefferson County Sheriff's Department. Harris also appears in the tape released Wednesday by the Jefferson County Sheriff's Office.,False
0,3384254,3383797,At least 13 of the affected flights were scheduled out of Atlanta.,At least 13 flights out of Atlanta were listed as canceled.,At least 13 of the affected flights were scheduled out of Atlanta. At least 13 flights out of Atlanta were listed as canceled.,False
1,2209500,2209461,"The goal will be to reduce congestion by upgrading road, building tollways, facilitating public transit or any other means to improve mobility.","The money can be used for road upgrades, tollways, public transit or any other means to improve mobility.","The goal will be to reduce congestion by upgrading road, building tollways, facilitating public transit or any other means to improve mobility. The money can be used for road upgrades, tollways, public transit or any other means to improve mobility.",True
1,2965576,2965701,Gasps could be heard in the courtroom when the photo was displayed.,Gasps could be heard as the photo was projected onto the screen.,Gasps could be heard in the courtroom when the photo was displayed. Gasps could be heard as the photo was projected onto the screen.,True
0,137017,136883,Cambone said U.S forces found the tractor-trailer April 19 at a Kurdish checkpoint near the city of Mosul in northern Iraq.,Kurdish forces at a checkpoint near Mosul in northern Iraq seized the trailer on April 19.,Cambone said U.S forces found the tractor-trailer April 19 at a Kurdish checkpoint near the city of Mosul in northern Iraq. Kurdish forces at a checkpoint near Mosul in northern Iraq seized the trailer on April 19.,False
0,96043,95895,"Craxi begged me to intervene because he believed the operation damaged the state, Mr Berlusconi said.","I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state, Berlusconi testified.","Craxi begged me to intervene because he believed the operation damaged the state, Mr Berlusconi said. I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state, Berlusconi testified.",False
1,1983258,1983180,"Hines died of cancer Saturday in Los Angeles, publicist Allen Eichhorn said Sunday.","Hines died yesterday in Los Angeles of cancer, publicist Allen Eichorn said.","Hines died of cancer Saturday in Los Angeles, publicist Allen Eichhorn said Sunday. Hines died yesterday in Los Angeles of cancer, publicist Allen Eichorn said.",True
0,1343191,1343491,"The Dow Jones Industrial Average fell 98.32, or about 1.1 percent, to 9011.53.","The Dow Jones industrial average finished the day down 98.32 points at 9,011.53.","The Dow Jones Industrial Average fell 98.32, or about 1.1 percent, to 9011.53. The Dow Jones industrial average finished the day down 98.32 points at 9,011.53.",False
0,2749410,2749625,"President Bush raised a record-breaking $49.5 million for his re-election campaign over the last three months, with contributions from 262,000 Americans, the president's campaign chairman said Tuesday.","President Bush has raised $83.9 million since beginning his re-election campaign in May, and has $70 million of that left to spend, his campaign said Tuesday.","President Bush raised a record-breaking $49.5 million for his re-election campaign over the last three months, with contributions from 262,000 Americans, the president's campaign chairman said Tuesday. President Bush has raised $83.9 million since beginning his re-election campaign in May, and has $70 million of that left to spend, his campaign said Tuesday.",False
1,1089053,1089297,"Sen. Patrick Leahy of Vermont, the committee's senior Democrat, later said the problem is serious but called Hatch's suggestion too drastic.","Sen. Patrick Leahy, the committee's senior Democrat, later said the problem is serious but called Hatch's idea too drastic a remedy to be considered.","Sen. Patrick Leahy of Vermont, the committee's senior Democrat, later said the problem is serious but called Hatch's suggestion too drastic. Sen. Patrick Leahy, the committee's senior Democrat, later said the problem is serious but called Hatch's idea too drastic a remedy to be considered.",True
0,1281485,1281634,Analysts have estimated that Vivendi Uni could fetch $12 billion-$14 billion for VUE.,Analysts have estimated that the two networks could fetch as much as $7 billion.,Analysts have estimated that Vivendi Uni could fetch $12 billion-$14 billion for VUE. Analysts have estimated that the two networks could fetch as much as $7 billion.,False
